timestamp_iso,n_events,score,inf_ms,queue_depth
2026-03-30T14:19:07.353650,25518,10.844041,4910.39,50
2026-03-30T14:19:17.631735,531,12.200503,7166.71,50
2026-03-30T14:19:27.392651,584,12.629234,7121.61,50
2026-03-30T14:19:35.096496,793,12.422035,5167.28,50
2026-03-30T14:19:44.239710,1610,9.224619,7057.03,50
2026-03-30T14:19:45.653252,22,10.271123,1232.29,50
2026-03-30T14:19:48.273555,14,7.043851,1182.91,50
2026-03-30T14:19:55.651884,779,8.909484,4459.55,50
2026-03-30T14:20:02.967142,56,10.789800,4338.28,50
2026-03-30T14:20:09.102698,73,10.178673,2982.04,50
2026-03-30T14:20:15.887393,8,10.527982,4146.03,50
2026-03-30T14:20:20.651490,11,8.692294,3268.26,50
2026-03-30T14:20:30.692168,613,11.179162,7396.30,50
2026-03-30T14:20:41.741310,191,10.587712,6616.02,49
2026-03-30T14:20:53.246323,133,9.628057,6272.63,50
2026-03-30T14:21:04.318883,204,10.551515,9517.87,50
2026-03-30T14:21:10.774044,12,8.456555,3917.64,49
2026-03-30T14:21:24.999682,78,10.187524,8776.63,50
2026-03-30T14:21:30.569388,12,6.450114,4757.47,50
2026-03-30T14:21:34.223518,10,10.630086,2640.28,50
2026-03-30T14:21:47.715213,852,13.590321,7777.67,50
2026-03-30T14:22:04.346550,484,10.269911,8446.42,50
2026-03-30T14:22:10.651709,65,11.910935,3878.65,50
2026-03-30T14:22:29.703995,592,11.649828,9561.90,49
2026-03-30T14:22:42.208006,12,10.861046,8733.93,50
2026-03-30T14:22:55.804946,410,8.567285,10996.12,50
2026-03-30T14:23:14.217551,375,11.746082,15027.36,50
2026-03-30T14:23:27.115217,11,8.636080,5321.66,49
2026-03-30T14:23:40.332893,349,10.953505,10693.82,49
2026-03-30T14:23:53.310872,13,9.036352,7146.06,49
2026-03-30T14:24:00.313847,176,9.862486,5280.88,50
2026-03-30T14:24:09.652262,124,11.208678,5546.60,50
2026-03-30T14:24:15.526947,11,8.856637,2476.32,50
2026-03-30T14:24:25.278847,378,13.006597,6248.24,50
2026-03-30T14:24:36.281024,657,9.753358,9851.01,50
2026-03-30T14:24:49.175708,141,11.931845,8639.83,50
2026-03-30T14:24:57.925919,44,10.224536,6301.74,50
2026-03-30T14:25:05.686778,12,8.473719,3873.89,50
2026-03-30T14:25:12.514745,81,8.415147,5851.34,49
2026-03-30T14:25:19.665900,10,8.533634,5517.37,50
2026-03-30T14:25:26.891825,12,8.235368,4372.66,50
2026-03-30T14:25:33.187127,162,8.404871,3846.04,50
2026-03-30T14:25:40.957820,341,12.913062,6048.64,50
2026-03-30T14:25:49.226392,161,9.243312,6417.64,50
2026-03-30T14:25:59.158087,10,7.960671,4878.82,50
2026-03-30T14:26:03.514592,10,10.284398,2008.81,50
