step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,3.24328,0.198129,0.197625,6e-05,1
200,2.78062,0.29123,0.227115,0.00012,1
300,2.53365,0.358689,0.244225,0.00018,1
400,2.3544,0.42686,0.264193,0.00024,1
500,2.21138,0.487802,0.279104,0.0003,1
600,2.10157,0.536619,0.293714,0.0003,1
700,2.006,0.578426,0.306222,0.0003,1
800,1.92572,0.61283,0.318557,0.000299999,1
900,1.86105,0.640198,0.328993,0.000299999,1
1000,1.80625,0.662647,0.339335,0.000299998,1
1100,1.75873,0.681903,0.348381,0.000299997,1
1200,1.71829,0.697794,0.356936,0.000299996,1
1300,1.68451,0.71136,0.363501,0.000299994,1
1400,1.65324,0.723422,0.370696,0.000299993,1
1500,1.62714,0.733535,0.376331,0.000299991,1
1600,1.60318,0.742796,0.381675,0.000299989,1
1700,1.58236,0.750702,0.3862,0.000299987,1
1800,1.56186,0.758406,0.391031,0.000299985,1
1900,1.54388,0.764929,0.395496,0.000299982,1
2000,1.53015,0.769894,0.399163,0.000299979,1
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
2000,,,,,,1.19103,1.14825,1.23381,0.886689,0.497853
2100,1.51713,0.77468,0.402572,0.000299977,1,,,,,
2200,1.50277,0.779811,0.40636,0.000299974,1,,,,,
2300,1.4899,0.784507,0.409756,0.00029997,1,,,,,
2400,1.47722,0.788963,0.413163,0.000299967,1,,,,,
2500,1.4657,0.792973,0.41642,0.000299964,1,,,,,
2600,1.45482,0.796837,0.419498,0.00029996,1,,,,,
2700,1.44427,0.800489,0.42252,0.000299956,1,,,,,
2800,1.43377,0.803908,0.425896,0.000299952,1,,,,,
2900,1.42338,0.807278,0.429002,0.000299947,1,,,,,
3000,1.41363,0.810414,0.431977,0.000299943,1,,,,,
3100,1.40396,0.813495,0.435151,0.000299938,1,,,,,
3200,1.39512,0.816333,0.437969,0.000299933,1,,,,,
3300,1.38643,0.819133,0.440725,0.000299928,1,,,,,
3400,1.37835,0.82174,0.443222,0.000299923,1,,,,,
3500,1.37037,0.824285,0.445738,0.000299918,1,,,,,
3600,1.36277,0.8267,0.448224,0.000299912,1,,,,,
3700,1.3558,0.828863,0.45054,0.000299907,1,,,,,
3800,1.34932,0.8309,0.452752,0.000299901,1,,,,,
3900,1.34456,0.832557,0.454309,0.000299895,1,,,,,
4000,1.33935,0.834384,0.455956,0.000299888,1,,,,,
4000,,,,,,1.07038,1.06125,1.07952,0.913526,0.557903
4100,1.3343,0.836146,0.457522,0.000299882,1,,,,,
4200,1.32923,0.837872,0.459286,0.000299875,1,,,,,
4300,1.32435,0.839511,0.460828,0.000299868,1,,,,,
4400,1.31938,0.841141,0.462498,0.000299861,1,,,,,
4500,1.31439,0.842665,0.464206,0.000299854,1,,,,,
4600,1.30934,0.844177,0.465961,0.000299847,1,,,,,
4700,1.30447,0.845623,0.467675,0.000299839,1,,,,,
4800,1.30041,0.846858,0.469063,0.000299831,1,,,,,
4900,1.29599,0.848231,0.470664,0.000299823,1,,,,,
5000,1.29223,0.849459,0.471902,0.000299815,1,,,,,
5100,1.28823,0.850717,0.473265,0.000299807,1,,,,,
5200,1.2843,0.851959,0.474739,0.000299798,1,,,,,
5300,1.28038,0.853221,0.476087,0.00029979,1,,,,,
5400,1.2768,0.85438,0.47726,0.000299781,1,,,,,
5500,1.27322,0.855533,0.478459,0.000299772,1,,,,,
5600,1.26965,0.856672,0.479651,0.000299763,1,,,,,
5700,1.26628,0.857761,0.480747,0.000299753,1,,,,,
5800,1.26268,0.858837,0.482074,0.000299744,1,,,,,
5900,1.25926,0.859844,0.483333,0.000299734,1,,,,,
