step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,2.2755,0,0.175442,6e-05,1
200,2.15893,0,0.198905,0.00012,1
300,2.11097,0,0.209475,0.00018,1
400,2.06409,0,0.226298,0.00024,1
500,2.02943,0,0.235726,0.0003,1
600,1.99318,0,0.248612,0.0003,1
700,1.95843,0,0.260174,0.0003,1
800,1.92411,0,0.272041,0.000299999,1
900,1.89416,0,0.282249,0.000299999,1
1000,1.86604,0,0.292194,0.000299998,1
1100,1.83997,0,0.301138,0.000299997,1
1200,1.81636,0,0.309584,0.000299996,1
1300,1.79732,0,0.316041,0.000299994,1
1400,1.77767,0,0.323103,0.000299993,1
1500,1.76143,0,0.328712,0.000299991,1
1600,1.74596,0,0.334031,0.000299989,1
1700,1.73219,0,0.338676,0.000299987,1
1800,1.71748,0,0.34363,0.000299985,1
1900,1.70358,0,0.348402,0.000299982,1
2000,1.69197,0,0.352243,0.000299979,1
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
2000,,,,,,1.39713,0,1.39713,0,0.454464
2100,1.68142,0,0.355756,0.000299977,1,,,,,
2200,1.66941,0,0.359703,0.000299974,1,,,,,
2300,1.65868,0,0.363271,0.00029997,1,,,,,
2400,1.64781,0,0.366893,0.000299967,1,,,,,
2500,1.63777,0,0.370225,0.000299964,1,,,,,
2600,1.62822,0,0.37354,0.00029996,1,,,,,
2700,1.61912,0,0.376484,0.000299956,1,,,,,
2800,1.60922,0,0.379921,0.000299952,1,,,,,
2900,1.59965,0,0.383032,0.000299947,1,,,,,
3000,1.59045,0,0.386083,0.000299943,1,,,,,
3100,1.58124,0,0.389196,0.000299938,1,,,,,
3200,1.57266,0,0.392094,0.000299933,1,,,,,
3300,1.56433,0,0.394935,0.000299928,1,,,,,
3400,1.55656,0,0.397513,0.000299923,1,,,,,
3500,1.54876,0,0.400153,0.000299918,1,,,,,
3600,1.54135,0,0.402647,0.000299912,1,,,,,
3700,1.53456,0,0.404942,0.000299907,1,,,,,
3800,1.52822,0,0.407117,0.000299901,1,,,,,
3900,1.52359,0,0.408648,0.000299895,1,,,,,
4000,1.51878,0,0.410252,0.000299888,1,,,,,
4000,,,,,,1.23255,0,1.23255,0,0.511054
4100,1.5141,0,0.411839,0.000299882,1,,,,,
4200,1.50911,0,0.413607,0.000299875,1,,,,,
4300,1.50454,0,0.415187,0.000299868,1,,,,,
