step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,2.16395,0,0.191784,6e-05,1
200,2.10571,0,0.19477,0.00012,1
300,2.06799,0,0.20596,0.00018,1
400,2.03931,0,0.216556,0.00024,1
500,2.00695,0,0.229065,0.0003,1
600,1.96645,0,0.24426,0.000299999,1
700,1.92443,0,0.260342,0.000299994,1
800,1.87597,0,0.277982,0.000299987,1
900,1.82667,0,0.295455,0.000299976,1
1000,1.78743,0,0.309507,0.000299963,1
1100,1.75298,0,0.321835,0.000299947,1
1200,1.71919,0,0.333554,0.000299928,1
1300,1.69057,0,0.343681,0.000299906,1
1400,1.66453,0,0.352764,0.00029988,1
1500,1.63928,0,0.361604,0.000299852,1
1600,1.61618,0,0.369682,0.000299821,1
1700,1.59445,0,0.377271,0.000299788,1
1800,1.5762,0,0.383798,0.000299751,1
1900,1.55948,0,0.389779,0.000299711,1
2000,1.54333,0,0.395492,0.000299668,1
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
2000,,,,,,1.22867,0,1.22867,0,0.509513
2100,1.52883,0,0.400705,0.000299622,1,,,,,
2200,1.51585,0,0.405413,0.000299574,1,,,,,
2300,1.50311,0,0.410033,0.000299522,1,,,,,
2400,1.22599,0,0.51185,0.000299468,2,,,,,
2500,1.21844,0,0.513752,0.00029941,2,,,,,
2600,1.20844,0,0.51669,0.00029935,2,,,,,
2700,1.19988,0,0.519886,0.000299286,2,,,,,
2800,1.19867,0,0.520535,0.00029922,2,,,,,
2900,1.19895,0,0.520725,0.000299151,2,,,,,
3000,1.19853,0,0.521208,0.000299079,2,,,,,
3100,1.19563,0,0.522323,0.000299003,2,,,,,
3200,1.1928,0,0.523328,0.000298925,2,,,,,
3300,1.19079,0,0.524111,0.000298844,2,,,,,
3400,1.19154,0,0.524114,0.000298761,2,,,,,
3500,1.19065,0,0.524387,0.000298674,2,,,,,
3600,1.18987,0,0.52473,0.000298584,2,,,,,
3700,1.18902,0,0.525074,0.000298491,2,,,,,
3800,1.18782,0,0.52549,0.000298396,2,,,,,
3900,1.18537,0,0.526308,0.000298297,2,,,,,
4000,1.18348,0,0.526927,0.000298196,2,,,,,
4000,,,,,,1.14136,0,1.14136,0,0.545344
4100,1.1814,0,0.527739,0.000298091,2,,,,,
4200,1.18042,0,0.52812,0.000297984,2,,,,,
4300,1.17924,0,0.528541,0.000297874,2,,,,,
4400,1.17793,0,0.529016,0.000297761,2,,,,,
4500,1.17706,0,0.529401,0.000297645,2,,,,,
4600,1.17648,0,0.529663,0.000297526,2,,,,,
4700,1.16209,0,0.539876,0.000297404,3,,,,,
4800,1.14838,0,0.541776,0.00029728,3,,,,,
