step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,1.61769,0,0.323304,6e-05,1
200,1.55261,0,0.326795,0.00012,1
300,1.51758,0,0.339469,0.00018,1
400,1.49329,0,0.349401,0.00024,1
500,1.46976,0,0.358434,0.0003,1
600,1.4352,0,0.373551,0.000299999,1
700,1.39853,0,0.39015,0.000299994,1
800,1.35902,0,0.4082,0.000299987,1
900,1.32016,0,0.42587,0.000299976,1
1000,1.28909,0,0.439949,0.000299963,1
1100,1.26149,0,0.452384,0.000299947,1
1200,1.23429,0,0.464579,0.000299928,1
1300,1.211,0,0.475059,0.000299906,1
1400,1.19,0,0.484404,0.00029988,1
1500,1.16969,0,0.493428,0.000299852,1
1600,1.15111,0,0.501692,0.000299821,1
1700,1.13354,0,0.509441,0.000299788,1
1800,1.11874,0,0.516088,0.000299751,1
1900,1.10547,0,0.522013,0.000299711,1
2000,1.09248,0,0.527771,0.000299668,1
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
2000,,,,,,0.839231,0,0.839231,0,0.643217
2100,1.08072,0,0.533051,0.000299622,1,,,,,
2200,1.07027,0,0.537725,0.000299574,1,,,,,
2300,1.06015,0,0.542242,0.000299522,1,,,,,
2400,0.837551,0,0.642759,0.000299468,2,,,,,
2500,0.83208,0,0.644556,0.00029941,2,,,,,
2600,0.823844,0,0.648099,0.00029935,2,,,,,
2700,0.818195,0,0.650649,0.000299286,2,,,,,
2800,0.817136,0,0.651222,0.00029922,2,,,,,
2900,0.81759,0,0.651001,0.000299151,2,,,,,
3000,0.817552,0,0.651188,0.000299079,2,,,,,
3100,0.814921,0,0.65248,0.000299003,2,,,,,
3200,0.812701,0,0.653477,0.000298925,2,,,,,
3300,0.811149,0,0.654138,0.000298844,2,,,,,
3400,0.811556,0,0.654048,0.000298761,2,,,,,
3500,0.81072,0,0.654454,0.000298674,2,,,,,
3600,0.809959,0,0.654834,0.000298584,2,,,,,
3700,0.809352,0,0.655139,0.000298491,2,,,,,
3800,0.80836,0,0.655558,0.000298396,2,,,,,
3900,0.80652,0,0.65631,0.000298297,2,,,,,
4000,0.805014,0,0.656963,0.000298196,2,,,,,
4000,,,,,,0.775093,0,0.775093,0,0.672705
4100,0.803258,0,0.65776,0.000298091,2,,,,,
4200,0.802457,0,0.658102,0.000297984,2,,,,,
4300,0.80158,0,0.658491,0.000297874,2,,,,,
4400,0.800453,0,0.659001,0.000297761,2,,,,,
4500,0.799723,0,0.659373,0.000297645,2,,,,,
4600,0.799288,0,0.659565,0.000297526,2,,,,,
4700,0.792228,0,0.66374,0.000297404,3,,,,,
4800,0.779297,0,0.668648,0.00029728,3,,,,,
4900,0.776209,0,0.669479,0.000297152,3,,,,,
5000,0.772514,0,0.671307,0.000297022,3,,,,,
5100,0.77221,0,0.671571,0.000296888,3,,,,,
5200,0.773139,0,0.671151,0.000296752,3,,,,,
5300,0.77352,0,0.671037,0.000296613,3,,,,,
5400,0.7729,0,0.671536,0.000296471,3,,,,,
5500,0.771927,0,0.671923,0.000296326,3,,,,,
5600,0.770866,0,0.672345,0.000296178,3,,,,,
5700,0.771585,0,0.672035,0.000296028,3,,,,,
5800,0.772056,0,0.671927,0.000295874,3,,,,,
5900,0.771497,0,0.672153,0.000295718,3,,,,,
6000,0.771695,0,0.672076,0.000295559,3,,,,,
6000,,,,,,0.756317,0,0.756317,0,0.681302
6100,0.771754,0,0.672052,0.000295396,3,,,,,
6200,0.771031,0,0.672329,0.000295231,3,,,,,
6300,0.770329,0,0.672602,0.000295064,3,,,,,
6400,0.769183,0,0.67306,0.000294893,3,,,,,
6500,0.768733,0,0.673312,0.00029472,3,,,,,
6600,0.768401,0,0.67346,0.000294543,3,,,,,
6700,0.767985,0,0.673631,0.000294364,3,,,,,
6800,0.767659,0,0.6738,0.000294182,3,,,,,
6900,0.767646,0,0.67381,0.000293997,3,,,,,
7000,0.767468,0,0.673885,0.000293809,3,,,,,
7100,0.76116,0,0.677285,0.000293619,4,,,,,
7200,0.758552,0,0.677703,0.000293426,4,,,,,
7300,0.755592,0,0.678931,0.00029323,4,,,,,
7400,0.754222,0,0.679618,0.000293031,4,,,,,
7500,0.754967,0,0.679344,0.000292829,4,,,,,
7600,0.756057,0,0.678842,0.000292624,4,,,,,
7700,0.756612,0,0.678737,0.000292417,4,,,,,
7800,0.755394,0,0.679318,0.000292207,4,,,,,
7900,0.754679,0,0.679608,0.000291994,4,,,,,
8000,0.754838,0,0.67956,0.000291778,4,,,,,
8000,,,,,,0.7489,0,0.7489,0,0.683812
8100,0.755474,0,0.679356,0.00029156,4,,,,,
8200,0.755538,0,0.679292,0.000291338,4,,,,,
8300,0.755555,0,0.679324,0.000291114,4,,,,,
8400,0.755887,0,0.679216,0.000290887,4,,,,,
8500,0.75587,0,0.679188,0.000290658,4,,,,,
8600,0.75523,0,0.679404,0.000290425,4,,,,,
8700,0.754602,0,0.679666,0.00029019,4,,,,,
8800,0.753974,0,0.679957,0.000289953,4,,,,,
8900,0.753764,0,0.680035,0.000289712,4,,,,,
9000,0.753591,0,0.680098,0.000289469,4,,,,,
9100,0.753379,0,0.680205,0.000289223,4,,,,,
9200,0.753309,0,0.680236,0.000288974,4,,,,,
9300,0.753549,0,0.680124,0.000288722,4,,,,,
9400,0.749742,0,0.682684,0.000288468,5,,,,,
9500,0.749438,0,0.682116,0.000288211,5,,,,,
9600,0.746707,0,0.68295,0.000287951,5,,,,,
9700,0.744404,0,0.683857,0.000287689,5,,,,,
9800,0.745296,0,0.683576,0.000287424,5,,,,,
9900,0.74628,0,0.683192,0.000287156,5,,,,,
