timestamp_iso,n_events,score,inf_ms,queue_depth
2026-03-30T18:52:31.880136,20278,9.552095,5607.15,50
2026-03-30T18:52:37.581774,721,9.033448,5174.47,50
2026-03-30T18:52:41.565198,318,12.106062,3662.12,50
2026-03-30T18:52:42.042189,9,9.912061,315.84,50
2026-03-30T18:52:44.625519,219,10.495329,2296.72,50
2026-03-30T18:52:46.741696,251,10.657880,2084.17,50
2026-03-30T18:52:51.649189,682,11.421129,4871.61,50
2026-03-30T18:52:54.509079,238,10.435917,2624.04,50
2026-03-30T18:52:58.977863,427,12.432226,4397.24,50
2026-03-30T18:53:03.324252,424,12.515874,4243.15,50
2026-03-30T18:53:04.800782,9,9.830098,1190.34,50
2026-03-30T18:53:05.847733,31,9.892152,997.08,50
2026-03-30T18:53:10.000568,414,10.394883,3733.40,50
2026-03-30T18:53:13.514501,263,10.403828,3018.26,50
2026-03-30T18:53:14.732439,8,10.468013,666.54,50
2026-03-30T18:53:16.666235,52,10.598646,1237.34,50
2026-03-30T18:53:19.087987,290,10.375422,2401.76,50
2026-03-30T18:53:21.458984,259,10.164041,2263.78,50
2026-03-30T18:53:24.291736,277,10.127572,2669.84,50
2026-03-30T18:53:24.760464,10,9.733014,337.86,50
2026-03-30T18:53:25.264958,12,10.919013,394.77,50
2026-03-30T18:53:28.508222,299,10.461122,3085.86,50
2026-03-30T18:53:34.427726,1100,10.648801,5530.33,50
2026-03-30T18:53:37.840817,263,10.633542,3245.29,50
2026-03-30T18:53:41.820700,346,10.323544,3794.99,50
2026-03-30T18:53:42.158742,12,8.147012,220.71,50
2026-03-30T18:53:47.610747,755,11.271758,5423.79,50
2026-03-30T18:53:51.142426,302,10.651805,3345.16,50
2026-03-30T18:53:54.087629,255,10.667015,2683.37,50
2026-03-30T18:53:57.077776,339,10.356030,2857.26,50
2026-03-30T18:54:00.767516,330,10.481112,3346.42,50
2026-03-30T18:54:02.034967,59,9.659780,794.99,50
2026-03-30T18:54:08.909517,949,9.265758,4675.16,50
2026-03-30T18:54:12.898640,9,13.048436,1847.85,50
2026-03-30T18:54:21.085961,36,10.276920,5798.24,50
2026-03-30T18:54:32.651583,371,12.757350,8725.90,50
2026-03-30T18:54:36.435958,12,7.907347,2440.54,50
2026-03-30T18:54:41.736646,8,9.683115,2790.97,50
2026-03-30T18:54:49.739479,14,9.712641,4169.57,50
2026-03-30T18:54:56.603917,49,10.594708,3880.76,50
2026-03-30T18:55:07.651465,534,9.868242,6963.07,50
2026-03-30T18:55:15.991893,243,10.832025,5607.40,50
2026-03-30T18:55:24.120091,13,9.649174,6808.51,50
2026-03-30T18:55:27.894679,12,9.256693,1230.14,50
2026-03-30T18:55:34.424252,264,9.796519,4782.39,50
2026-03-30T18:55:39.916477,17,9.981096,5152.64,50
2026-03-30T18:55:46.016666,656,12.258321,4545.90,50
2026-03-30T18:55:54.702987,2377,10.896210,7222.54,50
2026-03-30T18:56:00.188326,22,12.310401,3359.33,50
2026-03-30T18:56:15.402405,184,12.665542,7576.14,50
2026-03-30T18:56:35.076310,1017,11.118441,12943.37,50
2026-03-30T18:56:50.005628,2363,10.680301,11427.87,50
2026-03-30T18:56:59.469359,311,12.953728,7040.03,50
2026-03-30T18:57:03.887210,12,8.502015,1925.61,50
2026-03-30T18:57:13.691731,8,9.822888,6958.64,50
2026-03-30T18:57:24.558180,37,10.754352,8257.27,50
2026-03-30T18:57:40.636947,87,12.168533,10207.76,50
2026-03-30T18:57:53.691578,211,10.291832,7637.41,50
2026-03-30T18:58:06.035540,273,11.019086,8489.02,50
2026-03-30T18:58:16.014719,44,10.837753,6378.88,50
2026-03-30T18:58:29.703240,107,10.272418,8627.03,50
2026-03-30T18:58:44.651885,815,12.646780,11996.49,50
2026-03-30T18:58:57.651696,697,11.738852,10419.59,50
2026-03-30T18:59:15.902286,1106,8.048112,13276.77,50
2026-03-30T18:59:32.812664,27,8.319776,12069.08,50
2026-03-30T18:59:49.596253,1527,12.586799,6027.07,49
2026-03-30T19:00:02.831801,576,12.720944,9722.38,50
2026-03-30T19:00:10.651612,11,10.372200,3743.72,50
2026-03-30T19:00:29.506627,321,12.816943,12194.38,50
2026-03-30T19:00:43.651591,52,11.160212,9537.32,50
2026-03-30T19:00:57.551899,119,11.230922,7344.47,50
2026-03-30T19:01:11.019995,106,10.425440,7985.61,49
2026-03-30T19:01:27.076337,945,7.791805,12203.85,50
2026-03-30T19:01:38.513994,23,9.991653,6678.09,50
2026-03-30T19:01:46.676740,42,10.173144,5669.73,50
2026-03-30T19:02:03.218519,739,12.931033,11138.93,50
2026-03-30T19:02:15.806638,103,11.423426,8631.33,50
2026-03-30T19:02:29.592190,563,9.488816,13569.31,50
2026-03-30T19:02:39.545589,1221,13.447120,7831.94,50
2026-03-30T19:02:50.903431,13,10.018388,6926.84,50
2026-03-30T19:02:56.014735,9,9.480694,2674.84,50
2026-03-30T19:03:11.014680,21,10.017464,7177.78,50
2026-03-30T19:03:23.085568,100,9.663623,6848.14,50
2026-03-30T19:03:26.423457,10,8.152811,1288.48,50
2026-03-30T19:03:42.197317,952,12.093083,10119.37,50
2026-03-30T19:03:50.651492,60,9.545532,3842.35,50
2026-03-30T19:04:06.014385,821,13.098751,11937.62,50
2026-03-30T19:04:20.121526,290,9.756180,8979.24,50
2026-03-30T19:04:34.651739,45,7.418683,9447.58,50
2026-03-30T19:04:46.898393,350,10.719942,9758.01,50
2026-03-30T19:05:04.499397,932,12.381962,13120.64,50
2026-03-30T19:05:18.771236,24,11.026158,6995.61,49
2026-03-30T19:05:30.722406,782,12.419336,7213.96,50
2026-03-30T19:05:46.014822,1168,8.214622,11101.61,50
2026-03-30T19:06:01.182735,99,11.325820,9209.41,49
2026-03-30T19:06:19.957286,20314,9.412370,11342.98,50
2026-03-30T19:06:34.110676,444,10.834348,9570.34,50
2026-03-30T19:06:49.265608,13,9.309806,10865.23,50
2026-03-30T19:06:54.374833,22,10.898354,2039.78,50
2026-03-30T19:07:08.254916,1995,10.916114,9717.34,50
2026-03-30T19:07:25.651730,449,13.672079,11419.66,50
2026-03-30T19:07:37.941450,12,8.076159,8088.26,49
2026-03-30T19:07:49.651803,9,9.585708,7173.18,50
2026-03-30T19:08:01.502107,22,10.882551,6926.56,49
2026-03-30T19:08:18.945522,230,9.317745,10747.31,50
2026-03-30T19:08:26.014633,33,10.997475,596.63,50
2026-03-30T19:08:38.426097,17,13.593836,5749.17,50
2026-03-30T19:08:57.741093,2356,8.843899,13203.42,49
2026-03-30T19:09:11.588623,85,10.478152,8871.06,49
2026-03-30T19:09:31.015605,429,12.996808,12957.00,50
2026-03-30T19:09:44.429722,23,10.017767,9570.10,50
2026-03-30T19:09:55.207163,347,13.004056,6864.29,50
2026-03-30T19:10:06.821308,13,9.426071,5852.54,50
2026-03-30T19:10:18.781785,211,9.944739,8166.91,50
2026-03-30T19:10:33.514636,231,9.168211,8856.98,50
2026-03-30T19:10:45.807877,479,8.594495,7377.75,50
2026-03-30T19:10:54.645496,294,10.507393,7464.73,50
2026-03-30T19:10:55.759877,70,6.867048,947.82,50
2026-03-30T19:11:07.651775,461,12.329457,8372.40,50
2026-03-30T19:11:22.087900,47,9.602280,7894.33,50
2026-03-30T19:11:38.651460,11,9.306867,9776.20,50
2026-03-30T19:11:50.493452,21,9.690280,6586.54,50
2026-03-30T19:12:05.725487,161,13.690984,8285.68,50
2026-03-30T19:12:23.444103,628,10.606440,11862.00,50
2026-03-30T19:12:32.612294,53,10.655074,5020.58,50
2026-03-30T19:12:44.868241,48,10.493631,9742.75,50
2026-03-30T19:12:57.651805,9,9.101413,6868.96,50
2026-03-30T19:13:03.133034,13,9.422052,3057.26,50
2026-03-30T19:13:09.693553,74,8.116848,2658.82,50
2026-03-30T19:13:20.310043,32,10.298798,7465.36,50
2026-03-30T19:13:29.113585,206,9.279818,5876.07,50
2026-03-30T19:13:37.651736,11,10.641591,6461.08,50
2026-03-30T19:13:46.039486,82,10.674319,5825.02,50
2026-03-30T19:13:51.525896,255,9.452992,2064.67,50
2026-03-30T19:14:00.294073,48,12.126122,4577.65,50
2026-03-30T19:14:09.651775,10,9.108235,5534.91,50
2026-03-30T19:14:23.702676,111,12.542781,11245.48,50
2026-03-30T19:14:42.699228,96,10.347799,9794.31,49
2026-03-30T19:14:56.678458,282,8.702546,8110.91,50
2026-03-30T19:15:09.317044,20518,9.475865,5955.59,50
2026-03-30T19:15:22.611955,36,9.603673,6450.19,50
2026-03-30T19:15:32.657524,201,10.246054,4937.75,50
2026-03-30T19:15:46.089318,30,9.845122,7656.07,50
2026-03-30T19:16:01.651499,1112,8.677102,10797.46,50
2026-03-30T19:16:13.546573,12,11.733263,9079.95,49
2026-03-30T19:16:30.651551,1433,13.142253,8771.50,50
2026-03-30T19:16:37.738076,38,5.490504,3800.37,50
2026-03-30T19:16:55.505824,275,9.686013,12111.66,50
2026-03-30T19:17:06.653823,143,10.431437,8064.43,50
2026-03-30T19:17:23.514693,36,11.063466,9718.94,50
2026-03-30T19:17:41.990516,178,9.626370,11864.89,49
2026-03-30T19:17:48.183107,80,9.883491,1632.02,50
2026-03-30T19:18:02.417574,32,10.632648,9409.68,50
2026-03-30T19:18:21.382153,866,10.916019,14955.23,50
2026-03-30T19:18:42.019840,201,9.596379,12874.67,50
2026-03-30T19:18:54.687384,21,9.614318,5932.50,50
2026-03-30T19:19:09.099789,242,10.299829,9131.26,50
2026-03-30T19:19:31.161929,1156,12.422356,13880.87,50
2026-03-30T19:19:49.050461,28,11.769373,11444.91,50
2026-03-30T19:20:02.683048,16,11.051270,7629.15,50
2026-03-30T19:20:20.381409,57,10.283551,12685.38,50
2026-03-30T19:20:37.651949,645,8.207249,11971.89,50
2026-03-30T19:20:52.220378,154,12.898622,10576.99,50
2026-03-30T19:21:09.238072,79,12.726435,11333.98,50
