timestamp_iso,n_events,score,inf_ms,queue_depth
2026-04-01T00:27:45.529467,18723,9.532572,4174.34,50
2026-04-01T00:27:54.990653,767,8.651677,6259.53,49
2026-04-01T00:28:00.152953,427,9.875876,1597.89,50
2026-04-01T00:28:07.872089,360,12.393455,4993.75,50
2026-04-01T00:28:13.204199,91,9.549002,3183.52,49
2026-04-01T00:28:20.086498,341,9.836555,3292.21,50
2026-04-01T00:28:27.636029,92,11.171067,3901.95,49
2026-04-01T00:28:34.030733,21,10.058083,3581.04,50
2026-04-01T00:28:41.262062,240,7.650125,4309.79,50
2026-04-01T00:28:47.577466,22,10.054873,3162.92,50
2026-04-01T00:28:53.724117,11,9.843815,4146.69,50
2026-04-01T00:29:00.063792,20,9.540873,4073.73,50
2026-04-01T00:29:06.936014,117,11.404111,3854.54,50
2026-04-01T00:29:11.064290,14,11.456242,2845.28,50
2026-04-01T00:29:18.235974,49,9.313185,3191.31,50
2026-04-01T00:29:31.065269,105,10.039518,10230.87,50
2026-04-01T00:29:45.709352,85,10.545825,10774.81,50
2026-04-01T00:30:00.840167,305,8.507417,7402.21,50
2026-04-01T00:30:16.408320,661,12.558390,7721.15,50
2026-04-01T00:30:30.505055,544,14.652160,8982.97,50
2026-04-01T00:30:41.197581,17442,9.097503,7168.10,50
2026-04-01T00:30:51.713436,37,10.463050,6036.17,50
2026-04-01T00:31:09.948038,202,8.145239,11267.74,50
2026-04-01T00:31:29.113361,1563,9.204129,9450.24,50
2026-04-01T00:31:44.064122,17,11.300045,10576.89,50
2026-04-01T00:31:55.486446,1056,10.593015,6484.09,50
2026-04-01T00:32:09.782860,13,6.019820,7937.98,50
2026-04-01T00:32:23.064273,233,13.141698,8337.76,50
2026-04-01T00:32:33.063684,118,14.008606,5854.85,50
2026-04-01T00:32:41.564631,77,9.834148,4436.85,49
2026-04-01T00:32:57.764299,11,10.316165,8303.37,50
2026-04-01T00:33:13.481334,528,7.907877,9077.42,50
2026-04-01T00:33:29.967035,135,10.134646,10507.55,50
2026-04-01T00:33:42.612201,348,8.094521,9405.53,50
2026-04-01T00:33:55.356730,26,7.086035,8328.49,50
2026-04-01T00:34:08.532310,367,6.600304,6780.81,50
2026-04-01T00:34:20.706048,214,11.887320,6465.47,50
2026-04-01T00:34:34.986849,427,13.171391,6405.78,50
2026-04-01T00:34:51.388773,180,13.084647,9066.45,49
2026-04-01T00:35:04.642311,429,12.833053,9085.24,50
2026-04-01T00:35:17.893708,20,10.040633,9608.71,50
2026-04-01T00:35:30.453076,59,10.330816,7618.75,50
